id	features
122	テレビ・通信,プロパンガス
123	バイク置場あり,エレベーター
124	駐輪場あり,楽器相談可,ウォークインクローゼット
125	
126	楽器相談可
127	
128	
129	地下室
130	地下室
131	防音室,浴室乾燥機,女性限定
132	
133	即入居可
134	最上階
135	
136	駐輪場あり,洗面所独立,駐車場2台以上
137	インターネット無料,駐輪場あり,ペット相談可
138	都市ガス,駐車場あり
139	都市ガス,デザイナーズ物件
140	オートロック
141	宅配ボックス,バス・トイレ別
142	TVモニタ付きインタホン,IHコンロ,シューズボックス
143	ペット相談可
144	システムキッチン,ルームシェア可,追い焚き風呂
145	インターネット無料
146	
147	トランクルーム
148	ペット相談可,トランクルーム
149	都市ガス,洗面所独立
150	
151	ルームシェア可,管理人有り
152	女性限定
153	オートロック,最上階
154	敷地内駐車場,宅配ボックス
155	駐車場2台以上,防犯カメラ
156	
157	エレベーター
158	インターネット接続可
159	角部屋,バイク置場あり,エレベーター
160	
161	
162	TVモニタ付きインタホン,バイク置場あり,敷地内駐車場
163	駐車場あり,ケーブルテレビ,最上階
164	ペット相談可,ルーフバルコニー付
165	専用庭,エレベーター,ウォークインクローゼット
166	エレベーター
167	ケーブルテレビ
168	駐輪場あり,ルーフバルコニー付
169	駐輪場あり
170	ウォークインクローゼット,駐車場あり,ルームシェア可
171	
172	バイク置場あり,追い焚き風呂
173	バス・トイレ別,地下室,TVモニタ付きインタホン
174	即入居可
175	インターネット無料
176	即入居可,インターネット無料
177	システムキッチン,バス・トイレ別
178	
179	
180	
181	高齢者歓迎
182	ルームシェア可,プロパンガス,フローリング
183	即入居可,女性限定,フローリング
184	
185	
186	インターネット無料,シューズボックス
187	
188	
189	高齢者歓迎,駐輪場あり
190	
191	
192	ロフト,ケーブルテレビ
193	バス・トイレ別,高齢者歓迎
194	エレベーター
195	
196	インターネット無料
197	専用庭
198	
199	最上階,フローリング,DIY可
200	IHコンロ,管理人有り
201	
202	IHコンロ,システムキッチン
203	最上階,テレビ・通信
204	駐車場2台以上,インターネット接続可,ケーブルテレビ
205	ルームシェア可,都市ガス,駐車場あり
206	ルームシェア可,駐車場あり,都市ガス
207	浴室乾燥機,ワンルーム,管理人有り
208	インターネット無料,浴室乾燥機,角部屋
209	シューズボックス,女性限定
210	
211	
212	テレビ・通信
213	
214	ウォークインクローゼット
215	
216	メゾネット
217	フローリング,シューズボックス,カスタマイズ可
218	防犯カメラ,ウォークインクローゼット,バイク置場あり
219	シューズボックス
220	
221	バイク置場あり,プロパンガス
222	床下収納,最上階,即入居可
223	
224	追い焚き風呂,楽器相談可,シューズボックス
225	女性限定,オートロック,バイク置場あり
226	デザイナーズ物件,駐車場あり
227	追い焚き風呂
228	浴室乾燥機
229	エレベーター,管理人有り
230	
231	オートロック,ロフト,洗面所独立
232	即入居可,インターネット接続可
233	
234	駐車場2台以上
235	管理人有り,洗面所独立
236	システムキッチン,セキュリティ会社加入済
237	
238	
239	ルームシェア可,床下収納,プロパンガス
240	
241	ウォークインクローゼット
242	ペット相談可,敷地内ゴミ置場,即入居可
243	DIY可,浴室乾燥機,角部屋
244	カスタマイズ可,駐輪場あり,専用庭
245	角部屋,駐車場2台以上,宅配ボックス
246	都市ガス
247	
248	
249	
250	床下収納,宅配ボックス,デザイナーズ物件
251	追い焚き風呂,オール電化,即入居可
252	
253	TVモニタ付きインタホン,高齢者歓迎,IHコンロ
254	カスタマイズ可
255	防犯カメラ
256	洗面所独立
257	
258	フローリング,ルーフバルコニー付
259	管理人有り,浴室乾燥機
260	TVモニタ付きインタホン,ペット相談可,最上階
261	管理人有り,追い焚き風呂
262	フローリング,エレベーター,楽器相談可
263	
264	フローリング,楽器相談可
265	プロパンガス,駐車場あり
266	
267	DIY可,ワンルーム
268	テレビ・通信,インターネット無料
269	駐車場2台以上
270	敷地内駐車場
271	楽器相談可,デザイナーズ物件,インターネット無料
272	ウォークインクローゼット,エアコン付き
273	ペット相談可,インターネット無料
274	バイク置場あり
275	高齢者歓迎,ロフト,地下室
276	楽器相談可,防犯カメラ,オール電化
277	洗面所独立,トランクルーム,メゾネット
278	ロフト,フローリング
279	インターネット無料,インターネット接続可
280	防音室
281	
282	
283	
284	インターネット接続可
285	駐輪場あり,ルーフバルコニー付,浴室乾燥機
286	IHコンロ
287	専用庭,シューズボックス
288	
289	宅配ボックス,防犯カメラ,インターネット無料
290	
291	駐車場あり,女性限定,床下収納
292	
293	ロフト,専用庭
294	管理人有り,床下収納,シューズボックス
295	宅配ボックス,バス・トイレ別,駐輪場あり
296	カスタマイズ可,駐車場あり
297	即入居可,管理人有り,IHコンロ
298	敷地内ゴミ置場,即入居可,ルーフバルコニー付
299	管理人有り,シューズボックス,システムキッチン
300	オール電化,オートロック,DIY可
301	ケーブルテレビ,高齢者歓迎,ワンルーム
302	洗面所独立,システムキッチン
303	床下収納
304	ルームシェア可,管理人有り
305	エアコン付き,メゾネット
306	オール電化,DIY可
307	ペット相談可,エアコン付き
308	
309	セキュリティ会社加入済,楽器相談可,インターネット無料
310	
311	インターネット無料,即入居可
312	追い焚き風呂,フローリング,防音室
313	都市ガス,管理人有り
314	地下室,オール電化
315	防音室,敷地内ゴミ置場,地下室
316	即入居可,駐輪場あり,楽器相談可
317	ペット相談可,メゾネット,女性限定
318	即入居可,宅配ボックス,敷地内駐車場
319	防音室,ルーフバルコニー付,駐車場2台以上
320	
321	オール電化,カスタマイズ可
322	高齢者歓迎,駐車場あり
323	ワンルーム,フローリング
324	楽器相談可,バス・トイレ別,最上階
325	エレベーター,地下室,高齢者歓迎
326	
327	
328	宅配ボックス,TVモニタ付きインタホン
329	駐輪場あり
330	
331	セキュリティ会社加入済
332	エレベーター,トランクルーム,楽器相談可
333	
334	
335	デザイナーズ物件,テレビ・通信,ペット相談可
336	洗面所独立
337	角部屋
338	駐車場あり,デザイナーズ物件
339	防犯カメラ,セキュリティ会社加入済
340	
341	ケーブルテレビ,エレベーター
342	カスタマイズ可,都市ガス,最上階
343	バイク置場あり,ワンルーム
344	エアコン付き
345	インターネット接続可
346	DIY可,システムキッチン,即入居可
347	オートロック,敷地内ゴミ置場,カスタマイズ可
348	ケーブルテレビ
349	駐輪場あり,ケーブルテレビ
350	宅配ボックス
351	インターネット接続可
352	
353	バス・トイレ別
354	駐輪場あり,床下収納,ルームシェア可
355	
356	
357	
358	駐輪場あり,敷地内駐車場,トランクルーム
359	管理人有り,カスタマイズ可
360	
361	
362	即入居可,角部屋,ルーフバルコニー付
363	洗面所独立,最上階,メゾネット
364	
365	ワンルーム,追い焚き風呂,駐車場2台以上
366	駐車場あり,ロフト
367	ルームシェア可,セキュリティ会社加入済,DIY可
368	浴室乾燥機,バス・トイレ別,IHコンロ
369	IHコンロ,宅配ボックス,ルームシェア可
370	メゾネット,専用庭,デザイナーズ物件
371	
372	プロパンガス
373	敷地内駐車場,エアコン付き
374	
375	駐車場2台以上,地下室
376	ワンルーム
377	
378	敷地内駐車場,IHコンロ,防音室
379	バス・トイレ別
380	角部屋
381	洗面所独立,トランクルーム
382	バス・トイレ別,デザイナーズ物件,即入居可
383	ロフト,角部屋,ケーブルテレビ
384	楽器相談可,デザイナーズ物件
385	
386	
387	敷地内ゴミ置場
388	追い焚き風呂,ルームシェア可,メゾネット
389	DIY可,TVモニタ付きインタホン,オール電化
390	楽器相談可,メゾネット,セキュリティ会社加入済
391	エレベーター,DIY可,バイク置場あり
392	
393	ルーフバルコニー付,デザイナーズ物件,ウォークインクローゼット
394	管理人有り,駐車場2台以上
395	防音室
396	
397	ロフト
398	ペット相談可,セキュリティ会社加入済,シューズボックス
399	
400	セキュリティ会社加入済,駐輪場あり
401	ルームシェア可,床下収納
402	
403	角部屋
404	駐輪場あり,敷地内ゴミ置場
405	
406	即入居可,ロフト
407	インターネット無料,追い焚き風呂,シューズボックス
408	宅配ボックス,オール電化,エレベーター
409	フローリング,浴室乾燥機
410	オートロック,管理人有り
411	
412	カスタマイズ可,エアコン付き,IHコンロ
413	専用庭,エレベーター,プロパンガス
414	
415	オートロック,ワンルーム
416	
417	地下室,ワンルーム,ロフト
418	シューズボックス,エレベーター,インターネット接続可
419	
420	
421	
422	カスタマイズ可
423	オートロック,防音室,駐輪場あり
424	
425	
426	
427	インターネット無料,セキュリティ会社加入済,カスタマイズ可
428	ワンルーム
429	シューズボックス,防音室
430	ルーフバルコニー付
431	防犯カメラ,システムキッチン,テレビ・通信
432	ルームシェア可,床下収納
433	ロフト,ルームシェア可,楽器相談可
434	
435	バス・トイレ別,防音室
436	DIY可,デザイナーズ物件
437	防音室,IHコンロ,シューズボックス
438	最上階,敷地内駐車場,ペット相談可
439	駐車場あり
440	
441	ウォークインクローゼット
442	オートロック
443	
444	
445	敷地内ゴミ置場,メゾネット
446	追い焚き風呂,カスタマイズ可,即入居可
447	駐車場あり,テレビ・通信
448	
449	インターネット接続可,バイク置場あり
450	バス・トイレ別
451	エアコン付き,プロパンガス
452	女性限定,システムキッチン
453	
454	地下室,角部屋
455	
456	宅配ボックス,駐輪場あり
457	
458	敷地内ゴミ置場
459	オートロック
460	駐車場あり
461	プロパンガス
462	高齢者歓迎
463	カスタマイズ可,都市ガス
464	メゾネット,ウォークインクローゼット,IHコンロ
465	デザイナーズ物件,DIY可,ウォークインクローゼット
466	インターネット無料
467	敷地内駐車場,テレビ・通信
468	ルームシェア可,楽器相談可,ケーブルテレビ
469	IHコンロ
470	床下収納,ワンルーム,エアコン付き
471	駐車場あり,宅配ボックス,エアコン付き
472	
473	追い焚き風呂,インターネット接続可,TVモニタ付きインタホン
474	敷地内駐車場
475	
476	駐車場2台以上,インターネット無料,追い焚き風呂
477	ウォークインクローゼット,高齢者歓迎
478	
479	女性限定
480	シューズボックス
481	
482	インターネット接続可
483	浴室乾燥機,オール電化
484	
485	都市ガス
486	管理人有り,インターネット接続可,都市ガス
487	インターネット無料,シューズボックス,ケーブルテレビ
488	バイク置場あり
489	駐車場2台以上,防犯カメラ,TVモニタ付きインタホン
490	
491	駐車場2台以上,エアコン付き,宅配ボックス
492	システムキッチン,楽器相談可
493	オートロック,フローリング
494	
495	
496	専用庭,管理人有り,エアコン付き
497	プロパンガス
498	即入居可
499	駐車場あり,管理人有り
500	DIY可,追い焚き風呂,エレベーター
501	エレベーター
502	シューズボックス
503	追い焚き風呂
504	
505	
506	高齢者歓迎
507	シューズボックス,ウォークインクローゼット
508	
509	TVモニタ付きインタホン,敷地内駐車場,エレベーター
510	
511	
512	高齢者歓迎,メゾネット
513	女性限定
514	
515	TVモニタ付きインタホン,駐輪場あり
516	敷地内ゴミ置場,ルームシェア可,インターネット無料
517	専用庭
518	テレビ・通信,宅配ボックス
519	
520	ワンルーム,駐車場2台以上
521	角部屋,敷地内ゴミ置場
522	ルームシェア可
523	宅配ボックス
524	メゾネット,ペット相談可,インターネット無料
525	カスタマイズ可,浴室乾燥機,オール電化
526	ケーブルテレビ,ロフト,バス・トイレ別
527	最上階
528	
529	敷地内駐車場,女性限定
530	トランクルーム,バイク置場あり
531	敷地内ゴミ置場,角部屋
532	浴室乾燥機,都市ガス
533	
534	システムキッチン
535	バス・トイレ別,洗面所独立,敷地内ゴミ置場
536	DIY可,シューズボックス
537	都市ガス,専用庭
538	浴室乾燥機,カスタマイズ可
539	ルームシェア可
540	角部屋
541	管理人有り,バス・トイレ別,プロパンガス
542	
543	駐輪場あり
544	角部屋,バイク置場あり
545	インターネット無料,トランクルーム,ロフト
546	プロパンガス,DIY可,宅配ボックス
547	床下収納,管理人有り,駐車場あり
548	宅配ボックス,女性限定
549	システムキッチン,敷地内駐車場,ウォークインクローゼット
550	駐車場2台以上,ウォークインクローゼット
551	プロパンガス,DIY可
552	インターネット接続可
553	フローリング
554	駐車場2台以上,防音室
555	駐車場2台以上,エレベーター
556	エアコン付き,防音室,シューズボックス
557	カスタマイズ可,テレビ・通信,駐車場2台以上
558	メゾネット
559	
560	カスタマイズ可,システムキッチン
561	インターネット無料,IHコンロ,シューズボックス
562	
563	即入居可,ウォークインクローゼット,都市ガス
564	床下収納,オール電化
565	ウォークインクローゼット,防音室,楽器相談可
566	ケーブルテレビ,DIY可
567	エアコン付き,高齢者歓迎
568	デザイナーズ物件,専用庭,浴室乾燥機
569	
570	メゾネット
571	敷地内ゴミ置場,バス・トイレ別,シューズボックス
572	敷地内ゴミ置場,管理人有り
573	
574	テレビ・通信,最上階
575	トランクルーム,ペット相談可
576	インターネット無料,角部屋
577	防音室
578	
579	管理人有り,デザイナーズ物件
580	
581	
582	
583	角部屋,防犯カメラ
584	メゾネット,ルームシェア可
585	防音室,トランクルーム,メゾネット
586	高齢者歓迎
587	
588	シューズボックス
589	
590	オール電化,床下収納
591	
592	
593	オートロック,デザイナーズ物件
594	
595	敷地内駐車場,セキュリティ会社加入済,プロパンガス
596	
597	トランクルーム,エアコン付き,カスタマイズ可
598	女性限定,ロフト
599	ルーフバルコニー付,オール電化
600	都市ガス
601	シューズボックス,フローリング,防犯カメラ
602	フローリング
603	敷地内ゴミ置場,追い焚き風呂,ウォークインクローゼット
604	床下収納,敷地内ゴミ置場,都市ガス
605	
606	シューズボックス
607	駐車場あり,角部屋
608	追い焚き風呂,ケーブルテレビ
609	
610	女性限定,床下収納
611	敷地内ゴミ置場,最上階,ウォークインクローゼット
612	セキュリティ会社加入済
613	エアコン付き,地下室,エレベーター
614	システムキッチン
615	敷地内ゴミ置場,トランクルーム
616	
617	
618	専用庭,敷地内駐車場,セキュリティ会社加入済
619	エレベーター,デザイナーズ物件,シューズボックス
620	インターネット無料,浴室乾燥機
621	インターネット接続可,エアコン付き,ウォークインクローゼット
622	ルームシェア可,プロパンガス,敷地内駐車場
623	ケーブルテレビ,シューズボックス
624	防犯カメラ,インターネット接続可,バス・トイレ別
625	カスタマイズ可,デザイナーズ物件,セキュリティ会社加入済
626	都市ガス
627	バイク置場あり,インターネット接続可
628	防犯カメラ
629	ペット相談可
630	駐輪場あり,ルーフバルコニー付,インターネット無料
631	セキュリティ会社加入済,高齢者歓迎
632	楽器相談可
633	トランクルーム,角部屋,楽器相談可
634	トランクルーム,フローリング,浴室乾燥機
635	駐車場2台以上
636	防犯カメラ,角部屋,トランクルーム
637	オートロック,カスタマイズ可
638	駐輪場あり
639	ワンルーム,ルーフバルコニー付
640	デザイナーズ物件,駐車場あり
641	DIY可,インターネット無料
642	管理人有り,ロフト
643	プロパンガス,オートロック,洗面所独立
644	宅配ボックス,ウォークインクローゼット,防犯カメラ
645	敷地内ゴミ置場,防犯カメラ
646	
647	
648	
649	駐輪場あり,追い焚き風呂
650	トランクルーム,ワンルーム,管理人有り
651	バス・トイレ別
652	システムキッチン
653	ウォークインクローゼット,駐輪場あり,敷地内駐車場
654	駐輪場あり
655	防犯カメラ,インターネット接続可,ペット相談可
656	DIY可,駐車場2台以上,オール電化
657	高齢者歓迎,プロパンガス
658	追い焚き風呂,専用庭
659	
660	
661	高齢者歓迎,エアコン付き,ケーブルテレビ
662	テレビ・通信,宅配ボックス
663	フローリング
664	管理人有り
665	楽器相談可
666	シューズボックス,高齢者歓迎
667	ルームシェア可
668	カスタマイズ可
669	地下室
670	ペット相談可,駐輪場あり
671	床下収納,地下室,ルームシェア可
672	ペット相談可,インターネット接続可,オートロック
673	
674	IHコンロ,最上階
675	ワンルーム,エアコン付き,テレビ・通信
676	インターネット無料
677	楽器相談可,床下収納
678	ロフト,トランクルーム,テレビ・通信
679	専用庭,デザイナーズ物件
680	
681	ルーフバルコニー付,ルームシェア可
682	敷地内駐車場
683	インターネット接続可,デザイナーズ物件,エアコン付き
684	都市ガス
685	床下収納,高齢者歓迎
686	プロパンガス,女性限定
687	高齢者歓迎,洗面所独立
688	宅配ボックス,防音室
689	ワンルーム
690	角部屋,敷地内ゴミ置場
691	DIY可,最上階
692	インターネット接続可
693	TVモニタ付きインタホン,テレビ・通信,プロパンガス
694	
695	DIY可,バイク置場あり,デザイナーズ物件
696	インターネット無料
697	オートロック,デザイナーズ物件,浴室乾燥機
698	敷地内ゴミ置場,高齢者歓迎
699	浴室乾燥機,駐車場あり,IHコンロ
700	システムキッチン,ワンルーム
701	オートロック,追い焚き風呂
702	洗面所独立,ロフト,プロパンガス
703	ケーブルテレビ,セキュリティ会社加入済
704	地下室,プロパンガス,楽器相談可
705	エアコン付き,管理人有り,最上階
706	防音室,インターネット無料,セキュリティ会社加入済
707	敷地内ゴミ置場,エアコン付き
708	
709	高齢者歓迎,洗面所独立,トランクルーム
710	専用庭,即入居可
711	カスタマイズ可,テレビ・通信,専用庭
712	TVモニタ付きインタホン,角部屋
713	
714	ペット相談可,ロフト,女性限定
715	システムキッチン,オール電化,敷地内駐車場
716	敷地内駐車場,オール電化
717	楽器相談可,インターネット無料
718	IHコンロ,洗面所独立,オートロック
719	
720	バイク置場あり
721	
722	角部屋
723	ケーブルテレビ,テレビ・通信
724	
725	IHコンロ,防音室,洗面所独立
726	バイク置場あり
727	フローリング,駐車場2台以上,ルーフバルコニー付
728	敷地内駐車場,デザイナーズ物件
729	角部屋,敷地内ゴミ置場
730	楽器相談可,DIY可,インターネット接続可
731	敷地内ゴミ置場
732	メゾネット,トランクルーム,管理人有り
733	防音室,IHコンロ,敷地内駐車場
734	
735	床下収納
736	プロパンガス,ルーフバルコニー付,女性限定
737	テレビ・通信,シューズボックス
738	即入居可
739	インターネット無料,オール電化,浴室乾燥機
740	駐車場あり,IHコンロ,防音室
741	ロフト,バス・トイレ別
742	オール電化
743	駐輪場あり,専用庭,ケーブルテレビ
744	システムキッチン,女性限定
745	
746	インターネット接続可
747	
748	
749	駐車場あり,ルーフバルコニー付
750	エレベーター,即入居可
751	
752	
753	ルーフバルコニー付
754	メゾネット,即入居可
755	デザイナーズ物件,インターネット無料,都市ガス
756	
757	デザイナーズ物件,地下室,ケーブルテレビ
758	オートロック,DIY可,ウォークインクローゼット
759	
760	ケーブルテレビ,地下室
761	
762	
763	DIY可,楽器相談可,TVモニタ付きインタホン
764	敷地内駐車場,インターネット無料,即入居可
765	
766	宅配ボックス,駐輪場あり,ペット相談可
767	
768	防犯カメラ
769	即入居可,駐車場2台以上
770	高齢者歓迎
771	追い焚き風呂,セキュリティ会社加入済
772	防音室,即入居可
773	角部屋,オートロック,最上階
774	最上階,トランクルーム
775	防犯カメラ
776	エアコン付き,床下収納,ワンルーム
777	
778	高齢者歓迎,バイク置場あり,プロパンガス
779	ルーフバルコニー付,プロパンガス,防犯カメラ
780	
781	IHコンロ,浴室乾燥機,トランクルーム
782	
783	管理人有り,敷地内ゴミ置場,女性限定
784	プロパンガス
785	
786	角部屋,都市ガス,ロフト
787	追い焚き風呂,ワンルーム,システムキッチン
788	高齢者歓迎
789	ワンルーム
790	宅配ボックス,浴室乾燥機,フローリング
791	駐車場あり,セキュリティ会社加入済,洗面所独立
792	駐車場2台以上,管理人有り,トランクルーム
793	エアコン付き,ルーフバルコニー付,浴室乾燥機
794	
795	
796	シューズボックス
797	
798	エアコン付き
799	ペット相談可,インターネット接続可,バス・トイレ別
800	
801	管理人有り
802	
803	ケーブルテレビ,即入居可
804	テレビ・通信,宅配ボックス
805	エアコン付き,ルーフバルコニー付,床下収納
806	プロパンガス
807	宅配ボックス,追い焚き風呂
808	楽器相談可,ワンルーム,セキュリティ会社加入済
809	TVモニタ付きインタホン
810	床下収納,バイク置場あり,IHコンロ
811	ルームシェア可,床下収納,女性限定
812	DIY可,床下収納
813	
814	フローリング,DIY可,高齢者歓迎
815	即入居可,メゾネット,地下室
816	追い焚き風呂,バイク置場あり,床下収納
817	駐輪場あり,IHコンロ,地下室
818	
819	システムキッチン,プロパンガス,カスタマイズ可
820	即入居可
821	管理人有り
822	
823	トランクルーム,敷地内駐車場,楽器相談可
824	デザイナーズ物件,宅配ボックス,敷地内ゴミ置場
825	地下室
826	
827	TVモニタ付きインタホン
828	ケーブルテレビ
829	防犯カメラ,バス・トイレ別
830	女性限定
831	洗面所独立
832	
833	洗面所独立,床下収納
834	宅配ボックス,浴室乾燥機
835	ワンルーム,オートロック,ウォークインクローゼット
836	テレビ・通信,DIY可,敷地内ゴミ置場
837	バイク置場あり
838	インターネット無料
839	都市ガス,敷地内駐車場,洗面所独立
840	
841	
842	
843	バス・トイレ別,最上階,ペット相談可
844	
845	システムキッチン,敷地内駐車場
846	
847	
848	浴室乾燥機,インターネット無料
849	テレビ・通信,防音室,エアコン付き
850	セキュリティ会社加入済
851	敷地内駐車場
852	楽器相談可,駐車場あり,宅配ボックス
853	オートロック
854	ペット相談可,セキュリティ会社加入済
855	メゾネット
856	
857	
858	
859	駐輪場あり,防音室
860	TVモニタ付きインタホン,宅配ボックス
861	DIY可,ロフト
862	
863	
864	
865	敷地内ゴミ置場,床下収納,駐輪場あり
866	ロフト
867	床下収納
868	浴室乾燥機,テレビ・通信,バス・トイレ別
869	敷地内駐車場,地下室,インターネット接続可
870	敷地内駐車場,洗面所独立,駐車場あり
871	
872	
873	
874	ウォークインクローゼット,洗面所独立
875	システムキッチン
876	高齢者歓迎,床下収納,システムキッチン
877	TVモニタ付きインタホン,メゾネット
878	オートロック,デザイナーズ物件
879	宅配ボックス,ルーフバルコニー付
880	宅配ボックス
881	防犯カメラ,バス・トイレ別
882	システムキッチン,楽器相談可
883	浴室乾燥機
884	プロパンガス
885	ルームシェア可
886	エレベーター
887	
888	メゾネット,バス・トイレ別,駐輪場あり
889	
890	防音室,フローリング
891	即入居可,都市ガス
892	最上階,セキュリティ会社加入済
893	
894	オール電化
895	駐輪場あり,フローリング
896	都市ガス,TVモニタ付きインタホン,デザイナーズ物件
897	駐車場2台以上
898	メゾネット
899	
900	
901	テレビ・通信,最上階
902	デザイナーズ物件,シューズボックス
903	敷地内ゴミ置場,トランクルーム,TVモニタ付きインタホン
904	インターネット接続可
905	駐車場2台以上,DIY可
906	洗面所独立,シューズボックス
907	IHコンロ,洗面所独立,都市ガス
908	フローリング,ペット相談可
909	駐車場2台以上
910	
911	TVモニタ付きインタホン,敷地内ゴミ置場
912	高齢者歓迎,防音室
913	
914	宅配ボックス,洗面所独立,即入居可
915	専用庭
916	メゾネット,ルーフバルコニー付
917	防音室,セキュリティ会社加入済
918	
919	システムキッチン
920	宅配ボックス,浴室乾燥機,エアコン付き
921	
922	駐車場あり,都市ガス
923	エレベーター,フローリング,ペット相談可
924	ワンルーム
925	テレビ・通信,高齢者歓迎,地下室
926	IHコンロ,ワンルーム
927	カスタマイズ可,駐車場あり,防音室
928	TVモニタ付きインタホン,敷地内ゴミ置場
929	
930	
931	
932	敷地内駐車場
933	ケーブルテレビ,トランクルーム,追い焚き風呂
934	ケーブルテレビ,TVモニタ付きインタホン,追い焚き風呂
935	オートロック
936	テレビ・通信
937	プロパンガス,敷地内ゴミ置場
938	トランクルーム,テレビ・通信,浴室乾燥機
939	エレベーター
940	女性限定
941	DIY可,システムキッチン
942	
943	オール電化,楽器相談可
944	都市ガス
945	
946	エレベーター,床下収納
947	
948	ロフト,床下収納
949	ウォークインクローゼット,システムキッチン,地下室
950	
951	
952	防犯カメラ,楽器相談可,最上階
953	
954	ロフト,最上階
955	
956	角部屋,ウォークインクローゼット
957	
958	フローリング,エレベーター,都市ガス
959	
960	敷地内ゴミ置場,エアコン付き
961	ペット相談可,ロフト
962	エレベーター
963	トランクルーム,宅配ボックス,デザイナーズ物件
964	敷地内駐車場
965	管理人有り
966	バス・トイレ別
967	シューズボックス,楽器相談可,ルームシェア可
968	DIY可,即入居可,ルーフバルコニー付
969	地下室,敷地内駐車場,エアコン付き
970	システムキッチン,駐車場あり,専用庭
971	即入居可,地下室
972	
973	敷地内駐車場
974	地下室,楽器相談可
975	
976	エアコン付き,管理人有り,浴室乾燥機
977	駐輪場あり
978	宅配ボックス,プロパンガス
979	駐車場あり,都市ガス,シューズボックス
980	エアコン付き,防音室,IHコンロ
981	楽器相談可
982	
983	駐車場2台以上,ウォークインクローゼット
984	防犯カメラ,バス・トイレ別,高齢者歓迎
985	宅配ボックス
986	セキュリティ会社加入済,楽器相談可
987	
988	防音室,浴室乾燥機,DIY可
989	バス・トイレ別,システムキッチン
990	TVモニタ付きインタホン
991	即入居可
992	インターネット接続可,駐輪場あり
993	
994	システムキッチン,女性限定
995	敷地内ゴミ置場,バス・トイレ別,管理人有り
996	
997	ルーフバルコニー付,駐輪場あり,宅配ボックス
